ID_Produit,Nom_Produit,Catégorie,Sous-catégorie,Prix,Date_Lancement,Date_Fin_Production,Nombre_Revendeurs,Nombre_Pays_Distribution,Nombre_Publicités,Gamme,Certification
P771,Galaxy S21,Électronique,Smartphone,999,2020-04-06,2022-02-10,109,22,17,Premium,CE
P772,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-03,,265,50,42,Économique,RoHS
P773,QLED 8K TV,Électronique,Télévision,2999,2020-02-13,2022-05-09,144,18,43,Premium,FCC
P774,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-04,,234,10,68,Premium,CE
P775,Galaxy Tab S7,Électronique,Tablette,649,2020-05-17,2022-10-02,429,23,47,Économique,FCC
P776,Galaxy Watch 3,Électronique,Montre,399,2020-05-07,,343,35,46,Économique,None
P777,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-11-16,2022-10-14,128,9,11,Premium,FCC
P778,Galaxy A52,Électronique,Smartphone,499,2020-02-09,,69,12,91,Premium,CE
P779,Portable SSD T7,Électronique,Stockage,189,2020-10-29,2022-01-18,469,3,65,Premium,None
P780,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-09,,121,38,93,Économique,FCC
P781,Galaxy S21,Électronique,Smartphone,999,2020-04-15,2022-04-29,468,21,36,Économique,None
P782,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-26,,350,44,90,Économique,CE
P783,QLED 8K TV,Électronique,Télévision,2999,2020-09-18,2022-12-01,178,46,41,Économique,None
P784,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-30,,369,2,59,Économique,FCC
P785,Galaxy Tab S7,Électronique,Tablette,649,2020-12-14,2022-04-08,426,13,14,Économique,None
P786,Galaxy Watch 3,Électronique,Montre,399,2020-05-03,,157,28,69,Premium,FCC
P787,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-16,2022-12-27,87,34,17,Premium,None
P788,Galaxy A52,Électronique,Smartphone,499,2020-07-08,,239,13,15,Premium,RoHS
P789,Portable SSD T7,Électronique,Stockage,189,2020-12-18,2022-11-10,299,32,13,Premium,None
P790,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-02,,223,47,54,Premium,CE
P791,Galaxy S21,Électronique,Smartphone,999,2020-04-28,2022-03-15,490,38,13,Économique,RoHS
P792,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-22,,401,37,44,Économique,CE
P793,QLED 8K TV,Électronique,Télévision,2999,2020-09-05,2022-07-12,425,32,19,Économique,RoHS
P794,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-17,,206,46,84,Économique,FCC
P795,Galaxy Tab S7,Électronique,Tablette,649,2020-02-12,2022-03-03,458,2,26,Économique,RoHS
P796,Galaxy Watch 3,Électronique,Montre,399,2020-08-11,,472,41,32,Premium,FCC
P797,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-09,2022-09-13,207,23,18,Premium,CE
P798,Galaxy A52,Électronique,Smartphone,499,2020-09-27,,225,23,75,Économique,RoHS
P799,Portable SSD T7,Électronique,Stockage,189,2020-08-29,2022-12-12,445,17,66,Économique,FCC
P800,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-07,,394,45,35,Premium,RoHS
P801,Galaxy S21,Électronique,Smartphone,999,2020-05-20,2022-02-09,418,45,95,Économique,RoHS
P802,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-17,,200,47,73,Premium,FCC
P803,QLED 8K TV,Électronique,Télévision,2999,2020-03-23,2022-04-27,317,34,38,Économique,None
P804,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-09,,342,25,77,Économique,None
P805,Galaxy Tab S7,Électronique,Tablette,649,2020-10-04,2022-10-24,460,4,17,Économique,None
P806,Galaxy Watch 3,Électronique,Montre,399,2020-05-20,,382,40,25,Économique,CE
P807,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-29,2022-05-25,438,18,65,Premium,FCC
P808,Galaxy A52,Électronique,Smartphone,499,2020-05-30,,147,42,39,Économique,FCC
P809,Portable SSD T7,Électronique,Stockage,189,2020-02-22,2022-09-01,452,37,30,Économique,CE
P810,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-30,,70,30,97,Économique,RoHS
P811,Galaxy S21,Électronique,Smartphone,999,2020-01-02,2022-09-08,228,5,43,Premium,None
P812,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-12,,317,32,50,Économique,RoHS
P813,QLED 8K TV,Électronique,Télévision,2999,2020-08-05,2022-09-20,264,37,80,Premium,FCC
P814,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-14,,105,21,16,Économique,FCC
P815,Galaxy Tab S7,Électronique,Tablette,649,2020-03-18,2022-02-11,330,27,42,Premium,CE
P816,Galaxy Watch 3,Électronique,Montre,399,2020-10-28,,160,16,45,Premium,None
P817,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-02,2022-01-23,286,17,47,Économique,None
P818,Galaxy A52,Électronique,Smartphone,499,2020-08-24,,436,38,90,Premium,None
P819,Portable SSD T7,Électronique,Stockage,189,2020-05-31,2022-07-11,337,9,90,Économique,FCC
P820,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-02,,67,24,74,Économique,FCC
P821,Galaxy S21,Électronique,Smartphone,999,2020-07-11,2022-06-01,127,36,84,Économique,FCC
P822,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-28,,231,8,12,Économique,RoHS
P823,QLED 8K TV,Électronique,Télévision,2999,2020-10-14,2022-01-24,79,49,23,Économique,RoHS
P824,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-02,,399,37,94,Économique,None
P825,Galaxy Tab S7,Électronique,Tablette,649,2020-01-21,2022-12-14,350,15,25,Premium,None
P826,Galaxy Watch 3,Électronique,Montre,399,2020-05-09,,69,22,72,Premium,RoHS
P827,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-05,2022-10-01,457,46,52,Premium,RoHS
P828,Galaxy A52,Électronique,Smartphone,499,2020-01-24,,374,28,93,Économique,None
P829,Portable SSD T7,Électronique,Stockage,189,2020-05-25,2022-08-29,148,33,78,Économique,RoHS
P830,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-24,,294,29,80,Premium,None
P831,Galaxy S21,Électronique,Smartphone,999,2020-07-06,2022-11-08,334,39,95,Économique,None
P832,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-16,,176,49,71,Premium,CE
P833,QLED 8K TV,Électronique,Télévision,2999,2020-04-05,2022-09-13,372,5,14,Économique,RoHS
P834,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-23,,317,14,40,Premium,RoHS
P835,Galaxy Tab S7,Électronique,Tablette,649,2020-04-09,2022-12-27,66,50,45,Premium,RoHS
P836,Galaxy Watch 3,Électronique,Montre,399,2020-12-27,,292,32,11,Économique,None
P837,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-17,2022-06-29,376,37,99,Premium,None
P838,Galaxy A52,Électronique,Smartphone,499,2020-04-17,,306,50,48,Premium,None
P839,Portable SSD T7,Électronique,Stockage,189,2020-10-21,2022-09-07,266,11,61,Premium,None
P840,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-24,,271,26,94,Économique,RoHS
P841,Galaxy S21,Électronique,Smartphone,999,2020-11-14,2022-03-21,223,25,48,Économique,None
P842,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-29,,103,42,49,Premium,RoHS
P843,QLED 8K TV,Électronique,Télévision,2999,2020-02-02,2022-12-23,285,47,10,Économique,RoHS
P844,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-22,,127,38,90,Premium,CE
P845,Galaxy Tab S7,Électronique,Tablette,649,2020-03-24,2022-02-24,374,45,89,Premium,FCC
P846,Galaxy Watch 3,Électronique,Montre,399,2020-06-16,,341,26,34,Premium,RoHS
P847,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-05,2022-07-26,320,39,39,Économique,FCC
P848,Galaxy A52,Électronique,Smartphone,499,2020-03-11,,317,12,36,Économique,None
P849,Portable SSD T7,Électronique,Stockage,189,2020-12-08,2022-01-08,248,41,14,Premium,RoHS
P850,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-29,,146,11,52,Premium,CE
P851,Galaxy S21,Électronique,Smartphone,999,2020-06-14,2022-04-09,292,33,81,Premium,None
P852,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-15,,429,45,12,Premium,CE
P853,QLED 8K TV,Électronique,Télévision,2999,2020-07-26,2022-01-01,108,15,33,Économique,CE
P854,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-18,,463,13,25,Premium,None
P855,Galaxy Tab S7,Électronique,Tablette,649,2020-02-16,2022-08-30,270,11,64,Premium,FCC
P856,Galaxy Watch 3,Électronique,Montre,399,2020-10-16,,371,37,64,Premium,None
P857,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-14,2022-07-07,347,49,10,Économique,FCC
P858,Galaxy A52,Électronique,Smartphone,499,2020-01-21,,234,46,21,Premium,FCC
P859,Portable SSD T7,Électronique,Stockage,189,2020-08-06,2022-07-15,257,13,35,Premium,None
P860,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-28,,428,42,47,Économique,FCC
P861,Galaxy S21,Électronique,Smartphone,999,2020-04-17,2022-09-18,60,21,91,Premium,FCC
P862,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-23,,458,29,56,Économique,CE
P863,QLED 8K TV,Électronique,Télévision,2999,2020-07-11,2022-04-17,420,36,36,Économique,FCC
P864,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-09,,170,35,80,Premium,None
P865,Galaxy Tab S7,Électronique,Tablette,649,2020-09-23,2022-02-13,227,4,54,Premium,None
P866,Galaxy Watch 3,Électronique,Montre,399,2020-08-31,,441,41,80,Économique,CE
P867,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-12,2022-11-06,132,14,43,Économique,CE
P868,Galaxy A52,Électronique,Smartphone,499,2020-04-27,,475,2,36,Économique,CE
P869,Portable SSD T7,Électronique,Stockage,189,2020-11-20,2022-03-31,481,40,28,Premium,FCC
P870,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-20,,198,29,56,Économique,None
P871,Galaxy S21,Électronique,Smartphone,999,2020-03-03,2022-01-15,190,3,91,Premium,None
P872,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-11,,362,49,48,Économique,CE
P873,QLED 8K TV,Électronique,Télévision,2999,2020-07-13,2022-09-12,311,23,90,Premium,CE
P874,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-21,,72,43,72,Premium,CE
P875,Galaxy Tab S7,Électronique,Tablette,649,2020-03-17,2022-12-25,401,34,99,Premium,FCC
P876,Galaxy Watch 3,Électronique,Montre,399,2020-07-19,,51,36,85,Premium,None
P877,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-19,2022-09-13,146,39,91,Premium,None
P878,Galaxy A52,Électronique,Smartphone,499,2020-08-22,,236,7,73,Économique,CE
P879,Portable SSD T7,Électronique,Stockage,189,2020-09-29,2022-10-01,52,8,38,Premium,CE
P880,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-31,,180,2,89,Économique,None
P881,Galaxy S21,Électronique,Smartphone,999,2020-02-19,2022-05-26,338,20,63,Économique,FCC
P882,Galaxy Note 20,Électronique,Smartphone,1099,2020-04-18,,500,8,81,Économique,None
P883,QLED 8K TV,Électronique,Télévision,2999,2020-07-23,2022-08-27,214,42,77,Premium,RoHS
P884,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-25,,196,38,52,Premium,CE
P885,Galaxy Tab S7,Électronique,Tablette,649,2020-11-27,2022-09-27,150,9,28,Économique,CE
P886,Galaxy Watch 3,Électronique,Montre,399,2020-09-11,,221,27,60,Économique,RoHS
P887,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-25,2022-02-14,486,28,83,Premium,RoHS
P888,Galaxy A52,Électronique,Smartphone,499,2020-12-31,,422,11,55,Premium,None
P889,Portable SSD T7,Électronique,Stockage,189,2020-10-03,2022-05-03,90,49,26,Premium,RoHS
P890,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-21,,405,35,100,Premium,FCC
P891,Galaxy S21,Électronique,Smartphone,999,2020-12-10,2022-09-23,278,20,100,Économique,RoHS
P892,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-23,,217,25,48,Premium,CE
P893,QLED 8K TV,Électronique,Télévision,2999,2020-12-19,2022-07-12,354,8,16,Premium,CE
P894,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-01,,470,45,50,Premium,RoHS
P895,Galaxy Tab S7,Électronique,Tablette,649,2020-01-30,2022-06-17,243,9,52,Économique,RoHS
P896,Galaxy Watch 3,Électronique,Montre,399,2020-04-10,,330,14,42,Premium,RoHS
P897,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-03,2022-08-14,152,7,36,Économique,None
P898,Galaxy A52,Électronique,Smartphone,499,2020-06-13,,93,44,97,Premium,CE
P899,Portable SSD T7,Électronique,Stockage,189,2020-02-13,2022-03-02,312,32,60,Économique,None
P900,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-12,,340,5,53,Économique,RoHS
P901,Galaxy S21,Électronique,Smartphone,999,2020-08-13,2022-11-26,193,27,26,Premium,RoHS
P902,Galaxy Note 20,Électronique,Smartphone,1099,2020-10-17,,352,11,77,Premium,FCC
P903,QLED 8K TV,Électronique,Télévision,2999,2020-02-27,2022-06-13,190,37,88,Premium,FCC
P904,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-27,,268,24,95,Économique,CE
P905,Galaxy Tab S7,Électronique,Tablette,649,2020-07-22,2022-07-10,396,31,23,Premium,RoHS
P906,Galaxy Watch 3,Électronique,Montre,399,2020-08-11,,459,2,54,Économique,FCC
P907,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-08,2022-04-24,329,39,97,Premium,None
P908,Galaxy A52,Électronique,Smartphone,499,2020-12-15,,460,14,53,Premium,FCC
P909,Portable SSD T7,Électronique,Stockage,189,2020-06-25,2022-11-13,275,26,85,Premium,RoHS
P910,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-31,,120,32,80,Premium,CE
P911,Galaxy S21,Électronique,Smartphone,999,2020-04-09,2022-01-07,408,48,98,Économique,CE
P912,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-25,,368,11,28,Premium,CE
P913,QLED 8K TV,Électronique,Télévision,2999,2020-06-12,2022-08-22,240,3,53,Économique,FCC
P914,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-24,,324,20,72,Premium,FCC
P915,Galaxy Tab S7,Électronique,Tablette,649,2020-10-25,2022-03-21,239,44,92,Premium,None
P916,Galaxy Watch 3,Électronique,Montre,399,2020-05-11,,473,14,40,Premium,None
P917,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-15,2022-09-09,487,32,57,Économique,RoHS
P918,Galaxy A52,Électronique,Smartphone,499,2020-08-11,,326,28,87,Premium,FCC
P919,Portable SSD T7,Électronique,Stockage,189,2020-03-12,2022-04-30,78,11,43,Premium,CE
P920,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-29,,352,22,100,Premium,None
P921,Galaxy S21,Électronique,Smartphone,999,2020-09-01,2022-10-14,405,44,47,Premium,None
P922,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-16,,155,39,17,Économique,FCC
P923,QLED 8K TV,Électronique,Télévision,2999,2020-08-16,2022-11-15,74,31,25,Premium,None
P924,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-30,,108,10,15,Premium,FCC
P925,Galaxy Tab S7,Électronique,Tablette,649,2020-01-31,2022-06-17,214,23,71,Premium,CE
P926,Galaxy Watch 3,Électronique,Montre,399,2020-05-20,,206,10,21,Économique,RoHS
P927,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-13,2022-05-11,286,42,55,Premium,None
P928,Galaxy A52,Électronique,Smartphone,499,2020-02-29,,80,35,88,Économique,CE
P929,Portable SSD T7,Électronique,Stockage,189,2020-01-09,2022-03-31,105,29,43,Économique,CE
P930,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-07,,111,41,48,Premium,RoHS
P931,Galaxy S21,Électronique,Smartphone,999,2020-07-08,2022-10-24,233,13,20,Premium,RoHS
P932,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-27,,259,30,83,Économique,None
P933,QLED 8K TV,Électronique,Télévision,2999,2020-09-28,2022-02-14,203,35,99,Premium,RoHS
P934,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-08,,182,21,98,Économique,FCC
P935,Galaxy Tab S7,Électronique,Tablette,649,2020-11-05,2022-02-02,175,18,74,Économique,RoHS
P936,Galaxy Watch 3,Électronique,Montre,399,2020-02-21,,254,4,47,Économique,CE
P937,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-21,2022-03-27,99,17,87,Économique,CE
P938,Galaxy A52,Électronique,Smartphone,499,2020-12-13,,264,4,24,Premium,FCC
P939,Portable SSD T7,Électronique,Stockage,189,2020-08-19,2022-11-01,54,26,72,Économique,FCC
P940,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-22,,173,28,70,Premium,CE
P941,Galaxy S21,Électronique,Smartphone,999,2020-04-19,2022-04-21,258,40,81,Premium,RoHS
P942,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-19,,485,44,15,Premium,RoHS
P943,QLED 8K TV,Électronique,Télévision,2999,2020-11-12,2022-04-24,387,13,82,Premium,CE
P944,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-22,,281,49,99,Économique,RoHS
P945,Galaxy Tab S7,Électronique,Tablette,649,2020-08-16,2022-02-24,355,33,80,Économique,FCC
P946,Galaxy Watch 3,Électronique,Montre,399,2020-11-06,,231,34,29,Premium,CE
P947,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-08,2022-09-12,75,41,15,Économique,CE
P948,Galaxy A52,Électronique,Smartphone,499,2020-03-28,,263,45,87,Premium,CE
P949,Portable SSD T7,Électronique,Stockage,189,2020-06-14,2022-01-25,231,9,12,Premium,RoHS
P950,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-08,,350,29,62,Économique,None
P951,Galaxy S21,Électronique,Smartphone,999,2020-05-29,2022-02-25,256,40,25,Premium,CE
P952,Galaxy Note 20,Électronique,Smartphone,1099,2020-02-05,,167,24,11,Premium,None
P953,QLED 8K TV,Électronique,Télévision,2999,2020-03-28,2022-07-02,186,15,20,Premium,RoHS
P954,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-08,,85,5,93,Premium,RoHS
P955,Galaxy Tab S7,Électronique,Tablette,649,2020-03-28,2022-11-28,456,40,66,Économique,RoHS
P956,Galaxy Watch 3,Électronique,Montre,399,2020-01-03,,112,50,96,Premium,FCC
P957,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-26,2022-01-17,496,2,34,Économique,FCC
P958,Galaxy A52,Électronique,Smartphone,499,2020-06-08,,155,16,24,Économique,FCC
P959,Portable SSD T7,Électronique,Stockage,189,2020-07-21,2022-08-20,82,10,88,Premium,FCC
P960,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-29,,360,37,21,Économique,RoHS
P961,Galaxy S21,Électronique,Smartphone,999,2020-07-16,2022-07-13,271,15,21,Premium,None
P962,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-02,,328,50,27,Économique,None
P963,QLED 8K TV,Électronique,Télévision,2999,2020-07-31,2022-08-14,386,23,29,Premium,CE
P964,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-22,,336,18,95,Économique,FCC
P965,Galaxy Tab S7,Électronique,Tablette,649,2020-12-27,2022-03-19,366,27,99,Premium,CE
P966,Galaxy Watch 3,Électronique,Montre,399,2020-04-12,,397,34,80,Premium,CE
P967,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-30,2022-12-09,231,3,80,Économique,CE
P968,Galaxy A52,Électronique,Smartphone,499,2020-04-27,,56,26,27,Premium,FCC
P969,Portable SSD T7,Électronique,Stockage,189,2020-09-25,2022-12-09,392,11,84,Économique,CE
P970,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-11,,318,43,11,Économique,None
P971,Galaxy S21,Électronique,Smartphone,999,2020-12-04,2022-03-08,471,2,85,Premium,None
P972,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-27,,97,6,84,Économique,FCC
P973,QLED 8K TV,Électronique,Télévision,2999,2020-05-06,2022-12-13,461,6,74,Premium,RoHS
P974,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-15,,456,23,98,Premium,FCC
P975,Galaxy Tab S7,Électronique,Tablette,649,2020-08-08,2022-03-20,119,9,38,Premium,FCC
P976,Galaxy Watch 3,Électronique,Montre,399,2020-09-22,,470,2,27,Premium,None
P977,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-10,2022-12-24,68,8,69,Économique,RoHS
P978,Galaxy A52,Électronique,Smartphone,499,2020-10-22,,260,7,70,Économique,RoHS
P979,Portable SSD T7,Électronique,Stockage,189,2020-01-05,2022-02-20,81,10,68,Premium,RoHS
P980,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-03,,194,49,12,Premium,CE
P981,Galaxy S21,Électronique,Smartphone,999,2020-10-18,2022-01-27,215,2,28,Premium,FCC
P982,Galaxy Note 20,Électronique,Smartphone,1099,2020-10-06,,350,38,51,Économique,RoHS
P983,QLED 8K TV,Électronique,Télévision,2999,2020-05-07,2022-03-30,399,25,85,Premium,FCC
P984,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-12,,237,37,96,Économique,FCC
P985,Galaxy Tab S7,Électronique,Tablette,649,2020-06-17,2022-07-18,328,4,51,Premium,CE
P986,Galaxy Watch 3,Électronique,Montre,399,2020-02-11,,320,7,24,Économique,RoHS
P987,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-31,2022-09-25,462,42,86,Économique,CE
P988,Galaxy A52,Électronique,Smartphone,499,2020-08-05,,267,12,85,Économique,None
P989,Portable SSD T7,Électronique,Stockage,189,2020-11-01,2022-06-30,254,26,93,Économique,CE
P990,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-10,,134,42,51,Premium,FCC
P991,Galaxy S21,Électronique,Smartphone,999,2020-07-09,2022-01-08,458,37,78,Économique,None
P992,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-14,,486,11,50,Premium,FCC
P993,QLED 8K TV,Électronique,Télévision,2999,2020-05-16,2022-03-19,399,14,41,Premium,CE
P994,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-18,,441,12,47,Économique,None
P995,Galaxy Tab S7,Électronique,Tablette,649,2020-05-12,2022-04-07,66,41,13,Premium,CE
P996,Galaxy Watch 3,Électronique,Montre,399,2020-12-18,,52,39,43,Économique,RoHS
P997,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-28,2022-07-05,50,1,22,Premium,CE
P998,Galaxy A52,Électronique,Smartphone,499,2020-06-30,,426,42,46,Économique,FCC
