ID_Vente,ID_Produit,Quantité_Vendue,Date_Vente,ID_Client,Montant_Total,Délai_Livraison_Jours,Score_Satisfaction,Méthode_Expédition,Canal_Achat,Pays_Vente
V1533,P231,1,2021-07-16,C958,999,21,3.07971422225893,Express,Revendeur,Allemagne
V1534,P1642,5,2021-10-09,C474,5495,10,2.336563037009743,Standard,Magasin,Chine
V1535,P1765,5,2021-10-08,C378,3245,3,3.7177429658471843,Express,Magasin,USA
V1536,P094,1,2021-06-09,C739,199,7,2.2821878503432846,Standard,Magasin,Corée
V1537,P357,1,2021-09-23,C764,2199,3,1.710478211829468,Express,En ligne,Corée
V1538,P1045,3,2021-08-25,C220,1947,18,1.2290170343839182,Standard,En ligne,Chine
V1539,P1669,4,2021-03-17,C503,756,4,1.0564802333569343,Standard,Magasin,Allemagne
V1540,P1384,5,2021-03-16,C134,995,1,3.8861694278600765,Standard,En ligne,Corée
V1541,P162,3,2021-09-04,C605,3297,16,1.7882246072164278,Standard,Revendeur,USA
V1542,P1462,5,2021-07-21,C396,5495,4,4.040274859318117,Standard,En ligne,France
V1543,P773,3,2021-11-14,C682,8997,2,3.091448563672515,Express,Revendeur,Allemagne
V1544,P558,4,2021-11-17,C782,1996,1,4.6811545780969945,Standard,En ligne,USA
V1545,P1243,3,2021-09-15,C976,8997,18,2.5557186814978876,Express,Magasin,USA
V1546,P1678,1,2021-06-04,C415,499,28,3.998835020652318,Standard,Revendeur,Allemagne
V1547,P695,1,2021-10-03,C815,649,26,2.6120841356076383,Standard,Magasin,Corée
V1548,P1333,5,2021-08-13,C476,14995,4,4.952386465377681,Standard,En ligne,Allemagne
V1549,P569,2,2021-03-01,C308,378,3,2.4193942237027746,Standard,Magasin,France
V1550,P1727,3,2021-03-24,C254,6597,5,3.7511827602808965,Standard,Magasin,USA
V1551,P1072,3,2021-10-20,C377,3297,6,4.071921814997083,Express,Magasin,Chine
V1552,P122,3,2021-09-24,C201,3297,30,1.3666965397812851,Express,En ligne,France
V1553,P1940,1,2021-07-22,C796,1999,1,1.7297325726481438,Express,Revendeur,Allemagne
V1554,P445,2,2021-09-13,C318,1298,3,2.4566069157164616,Express,Magasin,Chine
V1555,P1705,2,2021-04-18,C987,1298,8,3.1715866275200386,Standard,Magasin,Allemagne
V1556,P1906,3,2021-03-17,C504,1197,28,2.8287714239392203,Standard,Magasin,France
V1557,P108,5,2021-06-26,C229,2495,13,1.519299974547088,Express,Magasin,Corée
V1558,P413,3,2021-06-28,C783,8997,8,1.0792658659267484,Express,En ligne,France
V1559,P270,1,2021-03-08,C871,1999,1,3.7339421205045515,Standard,Revendeur,USA
V1560,P1225,3,2021-12-31,C518,1947,23,1.078824526881486,Express,Revendeur,France
V1561,P885,4,2021-01-30,C185,2596,11,4.789163429368978,Express,En ligne,Allemagne
V1562,P396,5,2021-10-19,C512,1995,20,3.1019150097973744,Standard,Revendeur,Chine
V1563,P594,3,2021-08-22,C955,597,22,1.083672448764673,Express,Magasin,Corée
V1564,P795,4,2021-02-17,C882,2596,29,1.9261529487638738,Express,Revendeur,Corée
V1565,P707,3,2021-03-19,C588,6597,9,4.931912746982412,Express,Magasin,Corée
V1566,P1732,2,2021-12-23,C158,2198,22,2.572177441618208,Standard,En ligne,France
V1567,P032,1,2021-12-21,C386,1099,29,4.799409946914446,Express,En ligne,Chine
V1568,P915,3,2021-06-30,C977,1947,8,1.751620249927746,Standard,En ligne,Chine
V1569,P1668,5,2021-09-07,C113,2495,3,3.1617923459198236,Standard,En ligne,Allemagne
V1570,P1364,2,2021-01-27,C834,398,2,3.344415328007834,Express,En ligne,Corée
V1571,P1413,3,2021-06-07,C463,8997,16,3.4210155231971315,Standard,En ligne,USA
V1572,P683,2,2021-10-04,C291,5998,16,1.3709798581393295,Standard,En ligne,France
V1573,P1197,4,2021-07-18,C963,8796,14,3.3643726556753695,Express,En ligne,Allemagne
V1574,P1419,1,2021-01-14,C493,189,7,3.131481100362293,Express,Revendeur,Allemagne
V1575,P346,3,2021-05-04,C747,1197,27,2.3134439485431537,Standard,En ligne,France
V1576,P1527,5,2021-09-13,C780,10995,10,1.821592163335926,Express,Revendeur,Allemagne
V1577,P783,3,2021-11-25,C270,8997,17,2.720298799650566,Express,En ligne,Allemagne
V1578,P877,2,2021-11-17,C179,4398,18,3.838882479018741,Express,Revendeur,Corée
V1579,P353,3,2021-04-30,C275,8997,8,2.702599239730584,Express,En ligne,Allemagne
V1580,P761,3,2021-08-16,C834,2997,24,2.443197583006197,Express,En ligne,Allemagne
V1581,P1214,1,2021-08-10,C665,199,2,4.193364366262607,Express,Revendeur,France
V1582,P1291,2,2021-02-26,C495,1998,4,4.986112671819519,Standard,Magasin,Allemagne
V1583,P477,5,2021-02-15,C540,10995,18,3.9583654747637635,Standard,En ligne,Corée
V1584,P696,1,2021-12-18,C207,399,7,2.0681181068605086,Express,En ligne,Allemagne
V1585,P024,3,2021-05-08,C724,597,14,4.031767374315935,Express,En ligne,Corée
V1586,P128,4,2021-08-16,C299,1996,20,4.719279668931945,Express,En ligne,Corée
V1587,P243,1,2021-11-16,C254,2999,6,3.6130945918030317,Express,En ligne,France
V1588,P900,1,2021-09-08,C906,1999,15,1.199587407999645,Standard,En ligne,Corée
V1589,P1955,4,2021-05-12,C529,2596,8,4.993756690531693,Express,Magasin,USA
V1590,P071,4,2021-03-13,C820,3996,16,1.945123377775316,Express,Magasin,Allemagne
V1591,P988,3,2021-09-25,C611,1497,28,3.085592816406738,Standard,Magasin,Chine
V1592,P680,4,2021-10-13,C906,7996,21,1.8322967125670742,Express,Revendeur,France
V1593,P1455,3,2021-03-23,C470,1947,11,3.8034350153120564,Express,Revendeur,USA
V1594,P779,3,2021-11-10,C716,567,27,3.4194344182780743,Express,Revendeur,Allemagne
V1595,P1321,1,2021-03-19,C613,999,19,3.3655379293670125,Standard,Revendeur,France
V1596,P1957,5,2021-07-21,C171,10995,11,3.961615408402429,Express,Revendeur,USA
V1597,P1100,5,2021-11-12,C722,9995,15,1.2920666025889638,Express,En ligne,USA
V1598,P1856,4,2021-08-13,C850,1596,12,2.149569802395422,Express,Magasin,Corée
V1599,P1355,5,2021-04-22,C311,3245,12,1.1923598505223056,Standard,Magasin,France
V1600,P1489,1,2021-01-02,C705,189,28,3.4460763157327645,Express,Revendeur,USA
V1601,P370,5,2021-09-22,C864,9995,15,3.0076122552693705,Standard,Revendeur,USA
V1602,P522,4,2021-04-03,C174,4396,21,1.949516871512178,Express,Revendeur,Corée
V1603,P081,2,2021-08-15,C556,1998,7,1.0834344835546292,Express,Magasin,Allemagne
V1604,P749,2,2021-10-27,C900,378,8,4.447222953663934,Express,En ligne,Corée
V1605,P1371,5,2021-10-12,C914,4995,20,3.942830828861116,Express,Revendeur,USA
V1606,P1633,1,2021-11-10,C839,2999,8,1.5025124565289052,Standard,Revendeur,USA
V1607,P404,4,2021-04-24,C804,796,16,2.127058510213004,Standard,Magasin,France
V1608,P1295,5,2021-04-11,C918,3245,19,2.6706706664146758,Standard,Revendeur,France
V1609,P126,1,2021-12-31,C667,399,27,1.4073868870853352,Standard,En ligne,Chine
V1610,P1889,4,2021-05-09,C708,756,7,4.6930726655832675,Express,Revendeur,Chine
V1611,P486,1,2021-10-21,C116,399,23,2.497146206258345,Standard,En ligne,France
V1612,P1897,5,2021-02-22,C829,10995,26,3.5165352154012064,Express,Revendeur,Chine
V1613,P1031,5,2021-12-19,C683,4995,16,1.998229479455461,Standard,En ligne,USA
V1614,P722,2,2021-02-01,C880,2198,24,1.257936867133202,Standard,Revendeur,Allemagne
V1615,P1777,4,2021-06-23,C459,8796,29,3.966085790208604,Standard,Revendeur,France
V1616,P1496,4,2021-05-22,C245,1596,22,2.5732400410126544,Standard,Magasin,USA
V1617,P1767,5,2021-01-15,C712,10995,13,2.498553349391556,Standard,Magasin,USA
V1618,P1162,4,2021-01-11,C146,4396,1,4.532219657513105,Express,Revendeur,Allemagne
V1619,P032,4,2021-12-11,C487,4396,19,4.175330007331304,Standard,Revendeur,Corée
V1620,P874,5,2021-02-23,C890,995,15,1.8753423085599548,Standard,Revendeur,Corée
V1621,P1860,3,2021-05-04,C593,5997,6,4.994147519395229,Standard,Magasin,USA
V1622,P1085,3,2021-06-12,C906,1947,4,3.7247704008849993,Standard,Revendeur,Chine
V1623,P1874,2,2021-02-08,C959,398,28,4.111621141405272,Express,Magasin,France
V1624,P282,4,2021-05-11,C273,4396,5,2.133822355936244,Standard,Revendeur,Corée
V1625,P2000,2,2021-01-02,C602,3998,9,2.7033033875550316,Standard,Revendeur,Chine
V1626,P1157,1,2021-01-25,C709,2199,15,1.4878299902907806,Standard,En ligne,Corée
V1627,P1838,5,2021-07-10,C857,2495,6,4.2896315936516105,Standard,Revendeur,France
V1628,P1535,4,2021-06-29,C432,2596,14,1.1651718897475019,Express,Revendeur,France
V1629,P423,5,2021-04-15,C775,14995,17,3.171761098093843,Standard,Magasin,France
V1630,P1695,3,2021-02-16,C308,1947,30,3.8960478255448816,Express,Magasin,Corée
V1631,P581,4,2021-08-02,C591,3996,20,1.6355712236055449,Express,En ligne,Chine
V1632,P818,1,2021-03-28,C844,499,22,3.6523074322272007,Express,En ligne,USA
V1633,P1833,1,2021-02-06,C627,2999,29,4.629353391791012,Express,Revendeur,Corée
V1634,P224,4,2021-04-18,C529,796,1,4.871924439305788,Standard,Magasin,USA
V1635,P1315,4,2021-02-18,C410,2596,19,2.604617358873468,Express,Magasin,USA
V1636,P1118,4,2021-08-07,C803,1996,24,4.805936745095961,Standard,En ligne,Corée
V1637,P1871,5,2021-02-16,C923,4995,19,2.9507532340085625,Express,Magasin,Allemagne
V1638,P1690,3,2021-04-21,C520,5997,25,3.317912221415284,Express,Magasin,Chine
V1639,P687,3,2021-06-06,C244,6597,28,2.426038123437143,Standard,Magasin,Chine
V1640,P984,2,2021-08-13,C740,398,28,1.2453995761559251,Express,Magasin,Allemagne
V1641,P646,3,2021-06-29,C328,1197,25,1.122770799633639,Express,Magasin,Allemagne
V1642,P1115,3,2021-06-19,C594,1947,24,2.4036473404307976,Express,En ligne,France
V1643,P384,1,2021-10-16,C291,199,15,1.6795204173922746,Express,Revendeur,Allemagne
V1644,P195,3,2021-12-12,C575,1947,2,3.8593787409721707,Standard,En ligne,France
V1645,P667,5,2021-10-08,C888,10995,7,4.010341879835543,Standard,Magasin,France
V1646,P861,2,2021-05-25,C521,1998,16,3.5698878090853055,Standard,Magasin,Chine
V1647,P373,3,2021-05-01,C388,8997,8,1.9308143496644314,Standard,Magasin,France
V1648,P492,5,2021-03-16,C667,5495,6,2.4675689394952776,Express,En ligne,France
V1649,P1964,5,2021-07-08,C189,995,5,3.0492485711650525,Standard,Revendeur,Corée
V1650,P1853,3,2021-11-29,C547,8997,14,4.654461281226576,Express,Magasin,Corée
V1651,P1992,3,2021-04-09,C946,3297,20,1.2444832702362105,Standard,Revendeur,Allemagne
V1652,P1160,2,2021-07-20,C638,3998,7,4.696839864895618,Standard,En ligne,Chine
V1653,P846,5,2021-02-19,C233,1995,20,2.9898427540380603,Express,En ligne,USA
V1654,P592,3,2021-08-30,C784,3297,5,2.3904729522365886,Express,Revendeur,USA
V1655,P1642,2,2021-06-23,C696,2198,22,3.133488833272009,Standard,Magasin,Corée
V1656,P692,2,2021-06-03,C170,2198,5,2.705076956979615,Standard,Magasin,USA
V1657,P1883,5,2021-03-26,C492,14995,10,3.262184509725794,Express,En ligne,USA
V1658,P1940,3,2021-10-22,C426,5997,12,2.082258549635716,Standard,En ligne,Allemagne
V1659,P1519,1,2021-04-23,C175,189,13,3.5107481478257423,Express,En ligne,USA
V1660,P1847,5,2021-04-28,C916,10995,9,3.2521494326451963,Express,Magasin,Corée
V1661,P1978,5,2021-11-19,C804,2495,17,2.491836094701983,Standard,Revendeur,Allemagne
V1662,P834,2,2021-10-01,C428,398,14,2.5122942185121055,Standard,En ligne,France
V1663,P1724,1,2021-03-01,C761,199,10,3.46901016658701,Standard,Magasin,Chine
V1664,P056,1,2021-05-13,C844,399,24,3.3219761724641086,Express,En ligne,France
V1665,P479,3,2021-03-10,C546,567,4,2.9489525059919597,Express,Magasin,USA
V1666,P783,1,2021-04-30,C261,2999,12,3.0400677940422205,Standard,Revendeur,Chine
V1667,P010,2,2021-10-06,C714,3998,12,1.3342859790085564,Standard,Magasin,USA
V1668,P358,3,2021-05-25,C787,1497,12,1.0025811823465314,Express,Revendeur,USA
V1669,P1810,2,2021-12-23,C897,3998,10,1.8352772658430876,Standard,Revendeur,France
V1670,P034,3,2021-03-18,C386,597,6,4.9400574761497955,Standard,Magasin,Corée
V1671,P1681,3,2021-09-12,C207,2997,14,3.9780202322447606,Express,En ligne,France
V1672,P420,1,2021-06-12,C552,1999,4,4.723019269843718,Express,Revendeur,France
V1673,P1587,5,2021-08-24,C227,10995,28,2.5104879119011785,Standard,En ligne,Corée
V1674,P544,2,2021-11-15,C495,398,28,4.990201810611087,Express,Revendeur,USA
V1675,P328,1,2021-07-14,C496,499,9,4.7297313871709825,Express,En ligne,Chine
V1676,P1871,4,2021-10-12,C894,3996,18,4.319076027234079,Express,Revendeur,Allemagne
V1677,P961,1,2021-06-20,C397,999,7,1.1534510361042218,Standard,En ligne,USA
V1678,P371,4,2021-02-17,C698,3996,9,3.748666760806287,Standard,En ligne,Corée
V1679,P475,5,2021-03-14,C387,3245,25,3.597130094784279,Express,En ligne,Chine
V1680,P203,3,2021-08-29,C251,8997,20,3.3859474810833565,Standard,Revendeur,Chine
V1681,P1019,5,2021-06-19,C364,945,20,3.9925417660373124,Express,Magasin,France
V1682,P1350,4,2021-09-28,C217,7996,25,4.209404155950429,Express,Magasin,USA
V1683,P1676,5,2021-12-29,C580,1995,17,3.9954845089129676,Standard,En ligne,France
V1684,P058,3,2021-07-16,C174,1497,14,3.323426431040738,Standard,En ligne,USA
V1685,P1098,3,2021-05-03,C936,1497,20,1.616427728553802,Standard,Magasin,Allemagne
V1686,P337,2,2021-06-03,C591,4398,21,4.971317256203646,Standard,En ligne,Corée
V1687,P1878,3,2021-01-11,C469,1497,24,2.8841203246579123,Standard,Revendeur,France
V1688,P506,3,2021-08-07,C475,1197,1,1.8185282422972908,Standard,En ligne,USA
V1689,P1024,2,2021-08-08,C113,398,27,2.978163589485218,Express,Magasin,Chine
V1690,P592,3,2021-07-05,C973,3297,12,3.1601290838779685,Standard,En ligne,France
V1691,P226,5,2021-01-23,C193,1995,13,1.465741602560625,Standard,Revendeur,Corée
V1692,P909,4,2021-08-25,C836,756,21,3.244985363587763,Express,En ligne,Allemagne
V1693,P707,1,2021-09-25,C440,2199,15,3.0728371384994335,Standard,Revendeur,Chine
V1694,P1381,2,2021-12-12,C946,1998,25,1.466776399136986,Express,Magasin,Chine
V1695,P1154,3,2021-05-15,C809,597,13,2.165620811353725,Express,Revendeur,Chine
V1696,P1811,5,2021-01-14,C903,4995,29,2.2564748610412146,Standard,Revendeur,USA
V1697,P1990,3,2021-04-29,C279,5997,21,1.8152625284273225,Standard,Magasin,USA
V1698,P1179,1,2021-11-13,C240,189,14,2.733512240354694,Standard,En ligne,USA
V1699,P705,1,2021-06-17,C419,649,8,4.6549896490942775,Standard,Magasin,Chine
V1700,P161,1,2021-01-03,C424,999,7,2.2549756206241596,Standard,Revendeur,Chine
V1701,P034,1,2021-10-29,C797,199,8,2.067092592088445,Standard,Revendeur,France
V1702,P636,3,2021-09-12,C623,1197,30,1.406909685359019,Standard,En ligne,USA
V1703,P1854,4,2021-06-08,C340,796,4,1.0215163338965612,Express,Magasin,Corée
V1704,P1000,5,2021-12-03,C678,9995,1,4.708420600597265,Express,Magasin,USA
V1705,P1877,1,2021-06-24,C719,2199,2,4.6108207325856325,Express,En ligne,Chine
V1706,P1197,2,2021-07-18,C426,4398,4,1.271145386557945,Standard,Magasin,Chine
V1707,P409,5,2021-05-07,C406,945,27,3.1922359290470794,Express,Revendeur,France
V1708,P402,1,2021-12-24,C793,1099,3,1.2839156253792896,Standard,Revendeur,Allemagne
V1709,P1776,5,2021-04-22,C764,1995,29,1.8545636662948732,Express,Revendeur,Allemagne
V1710,P598,1,2021-09-27,C234,499,5,4.276995816741191,Standard,En ligne,France
V1711,P425,5,2021-11-15,C562,3245,30,4.0795028782579195,Standard,Revendeur,USA
V1712,P044,5,2021-05-09,C856,995,10,2.883014872025214,Express,En ligne,Chine
V1713,P238,2,2021-09-17,C404,998,6,2.591290022613137,Express,Revendeur,Allemagne
V1714,P114,2,2021-10-29,C681,398,27,3.8777801480628162,Express,En ligne,Chine
V1715,P087,2,2021-07-16,C989,4398,11,2.5097388613378526,Express,Magasin,France
V1716,P533,3,2021-06-29,C634,8997,9,3.297169089887244,Express,Magasin,Allemagne
V1717,P1999,2,2021-06-15,C613,378,4,4.1110203131204415,Standard,Magasin,Allemagne
V1718,P053,4,2021-10-02,C666,11996,30,1.477972851110255,Standard,Magasin,Corée
V1719,P1504,3,2021-07-16,C505,597,26,2.3950101261759205,Express,Magasin,Allemagne
V1720,P1420,1,2021-04-08,C787,1999,7,1.3967113032691585,Standard,Magasin,Chine
V1721,P1929,3,2021-12-10,C775,567,11,2.9896713587943617,Standard,En ligne,Corée
V1722,P124,4,2021-09-20,C536,796,24,4.249798683669708,Express,Magasin,Allemagne
V1723,P1843,2,2021-08-19,C956,5998,3,2.161945905699371,Standard,Magasin,Corée
V1724,P1026,4,2021-04-16,C816,1596,19,3.102359842400603,Standard,Magasin,Chine
V1725,P1321,2,2021-11-02,C562,1998,23,4.30064821201135,Standard,En ligne,Corée
V1726,P1456,1,2021-02-20,C871,399,8,4.814674484699633,Express,Magasin,France
V1727,P1311,1,2021-05-01,C116,999,28,4.469438353354965,Standard,Magasin,USA
V1728,P732,1,2021-09-07,C576,1099,4,2.8152521762099942,Express,Magasin,Chine
V1729,P1778,1,2021-08-01,C966,499,3,2.140739163989926,Standard,En ligne,Corée
V1730,P587,3,2021-09-14,C887,6597,22,2.3992215713012675,Express,Revendeur,France
V1731,P1242,5,2021-10-24,C316,5495,20,1.3208152649142946,Express,Revendeur,France
V1732,P1443,4,2021-07-01,C636,11996,9,1.210560769739002,Express,Revendeur,Chine
V1733,P222,1,2021-09-25,C159,1099,26,4.687998522288368,Standard,En ligne,Chine
V1734,P436,3,2021-11-26,C978,1197,24,2.7298546610442673,Express,En ligne,France
V1735,P668,4,2021-12-30,C781,1996,10,3.466118729523406,Express,Revendeur,Allemagne
V1736,P1336,4,2021-04-03,C588,1596,8,2.128862885299372,Standard,Revendeur,France
V1737,P1775,4,2021-09-19,C689,2596,11,1.258629121011945,Standard,Magasin,Corée
V1738,P1638,3,2021-01-03,C267,1497,11,1.9336456663495016,Standard,En ligne,France
V1739,P1013,5,2021-06-14,C737,14995,25,4.68052485401185,Express,Revendeur,Chine
V1740,P1496,4,2021-01-31,C497,1596,17,1.2610550625789516,Standard,Magasin,Chine
V1741,P1807,4,2021-04-28,C993,8796,6,1.5104752897295377,Express,Revendeur,Allemagne
V1742,P1004,1,2021-09-27,C172,199,8,3.513033828067126,Express,Magasin,France
V1743,P967,1,2021-12-10,C658,2199,11,1.3010014766157365,Express,Revendeur,Corée
V1744,P291,1,2021-02-27,C944,999,15,2.8807021408480167,Express,En ligne,USA
V1745,P623,4,2021-04-24,C591,11996,12,3.3193040544626022,Standard,Magasin,Corée
V1746,P755,1,2021-09-14,C734,649,8,1.3705020865287323,Express,En ligne,France
V1747,P1742,1,2021-07-11,C805,1099,8,3.3337493352102787,Express,En ligne,USA
V1748,P1679,2,2021-03-13,C354,378,9,1.4219690652223198,Express,En ligne,Chine
V1749,P1340,1,2021-10-13,C835,1999,30,2.9351459526256605,Standard,En ligne,Chine
V1750,P340,1,2021-05-25,C140,1999,22,3.4390755596155067,Standard,Magasin,Corée
V1751,P204,4,2021-04-12,C734,796,18,1.388944055426209,Express,Revendeur,France
V1752,P494,2,2021-02-06,C668,398,30,3.683251281224784,Standard,Magasin,Corée
V1753,P741,5,2021-10-17,C575,4995,13,2.4246673984543876,Express,Magasin,USA
V1754,P583,2,2021-07-30,C516,5998,28,4.719351938734279,Express,Magasin,France
V1755,P040,4,2021-08-01,C133,7996,29,4.607036445287191,Express,Magasin,Chine
V1756,P1393,1,2021-11-08,C642,2999,19,2.624911580386726,Express,En ligne,Allemagne
V1757,P180,3,2021-10-29,C474,5997,27,2.3469954207840957,Express,Magasin,USA
V1758,P1349,1,2021-01-28,C598,189,3,1.3677401936419455,Express,Revendeur,USA
V1759,P857,2,2021-04-23,C191,4398,20,4.274784898680757,Express,Magasin,Allemagne
V1760,P506,3,2021-07-10,C277,1197,10,4.804517367174084,Express,Revendeur,Allemagne
V1761,P635,1,2021-12-23,C109,649,3,3.963093071294247,Standard,En ligne,USA
V1762,P1784,1,2021-05-05,C805,199,19,3.953183560102417,Express,Revendeur,USA
V1763,P827,1,2021-10-04,C689,2199,2,1.9858620443994028,Standard,En ligne,Chine
V1764,P1422,4,2021-09-28,C344,4396,15,4.173883471289149,Standard,En ligne,Chine
V1765,P1168,4,2021-08-27,C263,1996,8,2.9516257849753016,Express,Magasin,USA
V1766,P1706,5,2021-10-30,C373,1995,17,4.530004574766194,Express,En ligne,Chine
V1767,P860,3,2021-03-04,C556,5997,10,3.702752847804321,Express,En ligne,Chine
V1768,P858,3,2021-12-18,C159,1497,20,3.192331397730651,Standard,Magasin,Allemagne
V1769,P1149,4,2021-06-12,C891,756,9,4.702595539195235,Standard,Revendeur,USA
V1770,P1486,2,2021-07-02,C914,798,2,3.238252755885624,Express,Magasin,Chine
V1771,P031,4,2021-12-08,C657,3996,6,3.325987644595411,Standard,Magasin,Allemagne
V1772,P473,2,2021-03-31,C671,5998,20,2.205322800538284,Express,Magasin,USA
V1773,P191,3,2021-07-08,C265,2997,7,3.6213286699944285,Express,Revendeur,USA
V1774,P094,4,2021-01-21,C666,796,6,2.857779911350979,Express,Magasin,USA
V1775,P1061,5,2021-07-03,C739,4995,16,3.6233336383165695,Express,Revendeur,Chine
V1776,P1681,5,2021-03-06,C510,4995,18,3.815709173264992,Standard,Magasin,USA
V1777,P028,1,2021-08-08,C444,499,10,3.2332535369167994,Standard,En ligne,France
V1778,P1371,1,2021-11-24,C165,999,23,1.3804561180359372,Express,Magasin,Chine
V1779,P1803,1,2021-01-08,C126,2999,29,3.8948422610674616,Standard,En ligne,USA
V1780,P493,5,2021-04-17,C860,14995,4,3.4323617072403225,Express,Magasin,USA
V1781,P026,4,2021-05-01,C637,1596,10,3.361077838896589,Express,Revendeur,France
V1782,P001,5,2021-06-01,C881,4995,24,1.201305121091091,Express,Revendeur,Corée
V1783,P701,2,2021-04-25,C679,1998,27,3.389582851160328,Standard,En ligne,USA
V1784,P885,3,2021-10-02,C524,1947,5,2.8736980496079907,Express,En ligne,Allemagne
V1785,P072,2,2021-07-12,C202,2198,13,1.478242745385105,Express,Revendeur,Chine
V1786,P834,5,2021-03-27,C638,995,25,4.125771344564038,Express,Magasin,Chine
V1787,P575,1,2021-06-17,C598,649,30,4.33829011194641,Standard,Magasin,USA
V1788,P1244,2,2021-10-01,C550,398,27,1.646805391280684,Express,Revendeur,Chine
V1789,P688,4,2021-05-04,C184,1996,28,1.9429806261271532,Standard,Revendeur,Chine
V1790,P1867,4,2021-09-27,C533,8796,22,2.809954180400702,Standard,Revendeur,France
V1791,P1510,3,2021-03-18,C875,5997,10,2.046983478538959,Express,Revendeur,Allemagne
V1792,P1564,2,2021-12-02,C315,398,30,4.203008607107168,Standard,Revendeur,Corée
V1793,P723,4,2021-07-05,C657,11996,6,2.7887322638102567,Express,Magasin,Corée
V1794,P1470,4,2021-01-08,C644,7996,28,4.164504520705714,Standard,Magasin,Chine
V1795,P832,5,2021-06-14,C855,5495,12,4.733988777820921,Standard,Revendeur,Allemagne
V1796,P1799,2,2021-10-24,C207,378,11,3.596548271085494,Express,Magasin,Corée
V1797,P673,5,2021-10-27,C752,14995,24,1.0300830940786612,Express,Magasin,USA
V1798,P1392,1,2021-05-26,C710,1099,24,4.068782099121301,Standard,En ligne,Chine
V1799,P1344,1,2021-07-14,C278,199,4,2.2647548210463513,Express,En ligne,Corée
V1800,P1692,1,2021-05-11,C632,1099,15,2.6828353114508072,Express,En ligne,Chine
V1801,P1544,2,2021-01-13,C274,398,13,4.283825614360138,Standard,Magasin,Corée
V1802,P497,1,2021-01-31,C510,2199,5,4.74592289033199,Express,Magasin,France
V1803,P1523,4,2021-03-25,C527,11996,18,1.1780695821048788,Express,En ligne,Chine
V1804,P052,2,2021-11-14,C740,2198,12,2.361783494568149,Standard,Magasin,USA
V1805,P1130,1,2021-11-12,C695,1999,29,2.646733979609398,Standard,Revendeur,Corée
V1806,P185,1,2021-07-05,C323,649,26,4.491987610096893,Express,En ligne,USA
V1807,P1894,4,2021-06-18,C448,796,12,4.489592513940272,Express,Magasin,Chine
V1808,P1197,4,2021-02-25,C841,8796,13,2.1313169196316983,Standard,Magasin,USA
V1809,P1243,4,2021-03-23,C627,11996,10,3.5158875374772585,Standard,Revendeur,Allemagne
V1810,P1239,3,2021-02-18,C981,567,20,3.0773538569412784,Express,En ligne,Chine
V1811,P987,2,2021-05-29,C631,4398,3,3.7568332334242496,Standard,Revendeur,France
V1812,P1685,2,2021-11-01,C442,1298,7,2.7707840141088864,Express,Revendeur,Corée
V1813,P1306,2,2021-09-21,C496,798,22,3.5004939860139985,Express,En ligne,Corée
V1814,P1818,4,2021-11-20,C868,1996,1,1.4753308116614932,Standard,Revendeur,Allemagne
V1815,P1925,2,2021-07-09,C168,1298,21,3.5221682226967723,Standard,En ligne,France
V1816,P1674,3,2021-11-22,C780,597,8,2.267384723449561,Express,En ligne,Corée
V1817,P209,1,2021-03-24,C738,189,6,3.482429480027002,Standard,En ligne,Corée
V1818,P1693,2,2021-06-10,C858,5998,29,4.679527916898202,Express,Magasin,USA
V1819,P1170,5,2021-12-12,C230,9995,22,4.143817123488823,Standard,Revendeur,Chine
V1820,P439,4,2021-09-12,C958,756,15,3.927692364019544,Express,Magasin,Allemagne
V1821,P117,5,2021-08-20,C602,10995,8,3.399513208277216,Standard,Revendeur,Chine
V1822,P010,2,2021-04-08,C531,3998,7,4.712223664871694,Express,Revendeur,Chine
V1823,P1358,3,2021-06-02,C426,1497,1,2.372679615027433,Express,En ligne,Corée
V1824,P1394,1,2021-01-14,C587,199,30,4.150497769530209,Express,Magasin,USA
V1825,P267,2,2021-03-03,C979,4398,2,2.751821690585387,Express,En ligne,France
V1826,P1614,4,2021-07-06,C389,796,8,1.0554927488815138,Express,Magasin,Allemagne
V1827,P190,3,2021-09-06,C565,5997,15,4.11208361346017,Express,En ligne,Corée
V1828,P619,4,2021-07-14,C503,756,29,3.5091933790830456,Express,Magasin,Corée
V1829,P504,1,2021-11-07,C444,199,1,3.27844351238222,Express,Revendeur,Corée
V1830,P1945,2,2021-11-09,C132,1298,12,1.5889287556075944,Express,En ligne,Allemagne
V1831,P1358,4,2021-07-01,C654,1996,25,2.8782968949587193,Standard,Revendeur,France
V1832,P1621,1,2021-10-31,C832,999,21,4.532821108738572,Express,En ligne,Chine
V1833,P1166,2,2021-08-30,C124,798,26,2.7788888690837914,Express,En ligne,Allemagne
V1834,P1863,1,2021-11-15,C871,2999,29,2.3192034659521794,Standard,En ligne,Allemagne
V1835,P1117,2,2021-08-22,C410,4398,3,2.0892487154895996,Standard,Magasin,USA
V1836,P215,1,2021-10-13,C687,649,2,3.5441090595418743,Standard,En ligne,Allemagne
V1837,P1805,2,2021-02-27,C862,1298,18,1.9449118164082617,Standard,Magasin,France
V1838,P366,1,2021-10-07,C157,399,10,4.701900497026313,Express,En ligne,France
V1839,P1637,1,2021-11-05,C922,2199,4,4.558183922427044,Standard,Magasin,Corée
